,V1,V2,V3,Amount,Class
56425,-0.579160923,0.505101673,1.569284609,20.26,0
152256,-1.130979706,2.05256997,-1.817489504,1.69,0
262036,-0.17673888,0.497159073,1.219584666,28.99,0
49190,-0.716066108,1.554687826,0.309643378,9.99,0
257115,-0.187065739,0.938949796,0.158719492,4.49,0
88163,-4.96036729,-2.757062451,1.630095382,180.78,0
261843,-26.38902991,-17.75568724,-10.2787663,1441.06,0
190118,-0.386508183,1.377709689,0.001110254,13.27,0
156079,-1.648473804,1.94088481,0.043404059,0.37,0
250564,0.102251608,0.613321991,0.060675817,39.9,0
9800,-4.53865343,-0.672919275,0.93467738,570.49,0
72567,0.632065004,-0.892716451,-0.016188455,297.97,0
186811,2.359424519,-1.468984684,-1.379453031,10.0,0
207387,1.718777051,-1.672748753,-1.301708379,250.0,0
94686,0.941834344,0.104311141,0.632207329,8.85,0
99442,-3.65235024,-1.860454628,0.710063201,285.0,0
134750,-0.919002304,0.160645562,0.744299882,190.32,0
278734,-0.759579109,0.423050768,0.474602874,0.89,0
57695,-2.240479866,0.606412811,1.266087338,33.8,0
210606,-2.666842148,1.736752644,1.162300531,5.78,0
60599,1.26154783,-0.741524887,-0.733368075,118.0,0
241757,-1.736140431,2.271025414,-0.692155925,0.89,0
82568,-1.040266664,0.604856438,0.686536448,437.55,0
169734,1.581266275,-1.022043678,-1.528606939,178.11,0
153452,-2.072126552,-3.192178767,1.362832572,677.08,0
213731,1.886426046,-0.779312246,0.357091049,37.9,0
24359,1.176114707,-0.318535056,0.983456584,6.89,0
97207,-0.597852837,1.050744998,2.130838149,1.0,0
86378,0.858780661,-1.584594276,1.332329207,220.0,0
131579,-1.188996582,1.399490616,1.054212598,0.79,0
103443,1.322273051,-0.927734091,-0.154684476,60.0,0
25443,1.115492659,-0.293637151,0.109647287,59.95,0
130869,1.049999981,-1.175730234,0.054701633,225.0,0
275139,-2.146057222,2.530186669,-3.491981275,2.74,0
150671,-0.927403173,0.201563253,0.951279968,11.48,0
167420,1.664704437,-0.814312707,-1.297501768,177.97,0
126758,-0.802243954,-0.002007975,2.488133027,19.99,0
57909,1.342563593,-0.158335153,-0.114052788,12.29,0
57762,0.746360801,-1.219912133,0.746027527,238.64,0
98374,-0.319759881,0.840583971,1.266859476,10.0,0
282302,-0.794339078,0.576907048,0.695452515,3.59,0
197296,1.620905208,-1.527315254,-0.684325809,200.0,0
120049,1.1853056,0.116351535,0.415178361,20.0,0
240008,2.299758709,-1.221937968,-1.521702829,25.0,0
235167,2.046638264,-0.099353083,-1.20387746,1.98,0
259487,1.880193511,-0.550275914,-0.346117138,38.8,0
12355,1.184592946,0.267964095,0.865281966,8.65,0
103667,0.546514733,-1.033297175,1.055943011,287.94,0
157643,-0.908733546,0.932789035,0.383699709,11.64,0
80446,-0.828875538,-1.271518595,0.731411167,254.0,0
30723,-1.315867633,1.110709775,0.78808865,13.74,0
167647,2.075870939,-0.091093843,-1.748496138,17.99,0
82967,1.238050447,-0.056851748,-1.177270385,21.48,0
230503,-1.347815984,2.12044387,-1.720272977,9.42,0
72297,1.325164067,-0.496534256,0.191486594,49.8,0
193313,-2.603302482,-1.469959434,1.320473481,280.0,0
284564,0.020273207,0.813097505,0.177981906,2.67,0
12443,-0.950851748,1.508886449,1.017032098,5.49,0
215084,1.967573546,-0.477625934,-0.431299226,0.77,0
57551,-0.818293981,1.115066732,0.859850761,9.72,0
49868,0.585354564,-2.237052718,0.701665497,366.72,0
201298,-1.951782022,0.165915979,0.292523895,230.58,0
253533,2.12166918,-1.04514181,-0.77453436,29.0,0
41891,-0.532069925,-0.400163628,1.834161322,52.88,0
19088,1.315803393,0.433113317,-0.013223102,1.98,0
169227,-1.155393229,0.535902,1.746784971,26.83,0
174649,-0.229794148,-0.333603669,0.468059543,5.8,0
206470,-14.15545766,-7.655013389,-7.749715493,125.8,0
89539,1.091616347,-0.758617261,-0.245595967,123.22,0
70070,-0.814746179,1.194825944,1.233485699,7.17,0
175946,-2.322060271,1.312317026,-0.18904117,78.64,0
91312,-2.353454352,3.261533153,-1.121960163,1.79,0
56557,-2.114572251,-0.222285926,0.914458631,14.73,0
257931,2.312311812,-1.384318761,-1.293502945,15.0,0
21096,-0.67812373,-0.186875556,2.989154631,78.6,0
95583,-1.094485577,1.448603218,1.608001688,90.8,0
191265,-1.01856945,0.087220131,0.973829832,15.0,0
252310,1.790122663,-0.676921329,-1.407382182,70.0,0
115445,0.879900734,-1.319694629,0.252382096,259.0,0
43369,0.81713054,-1.266277746,-0.098158459,285.41,0
37503,1.300632665,-0.814229074,0.843985412,39.9,0
250252,2.016107804,-1.111638231,0.239716446,22.84,0
59665,-0.794180805,-0.363484128,-0.21942976,94.58,0
96379,1.233213649,0.091786375,0.606555952,4.99,0
198468,-1.123308553,0.978096219,0.994716815,18.19,0
98196,-1.417341334,1.397321465,0.939038611,1.89,0
275934,-1.790857269,-1.663901126,0.930463186,148.5,0
120392,-0.755338066,1.342295006,0.928873605,17.99,0
136544,-2.12648615,-1.556791407,2.655075708,609.8,0
2679,-0.280115625,0.874868165,0.832591018,53.7,0
63417,1.272121266,-1.40217338,0.088127877,56.0,0
33987,1.093620181,-0.547889737,1.302388722,29.75,0
7205,-1.819510862,-0.230285157,1.969594803,34.09,0
101325,1.274022198,0.00258936,-1.156391604,2.86,0
220481,1.916599162,1.136277867,-1.688756571,3.55,0
173268,2.252434653,-0.761055688,-1.719944748,15.0,0
28498,-0.445485787,0.81480593,1.547587826,19.35,0
283110,0.125252557,0.965397371,-1.174372063,42.81,0
274368,1.992585068,-0.489995788,-0.922748454,18.0,0
189013,1.936039091,0.091316573,-1.737927032,46.52,0
227645,1.48119473,-0.72556261,-1.876624571,287.6,0
268304,-1.203617339,1.574009447,2.889276782,1.51,0
9441,1.231518148,-0.291437574,0.939487707,1.0,0
178962,1.624794759,-0.561455597,0.817125951,109.61,0
176012,2.128608598,-1.078472317,-0.470143864,24.99,0
86464,-0.388776517,0.794783808,1.685546212,38.97,0
125799,-1.102904035,1.577237138,0.842352499,12.99,0
33750,1.36211587,-1.296029499,0.354662285,50.0,0
238104,-0.181205435,0.674269366,2.311626401,9.99,0
259995,-0.995159456,1.016248778,1.834223913,9.99,0
85745,1.214562615,0.04720344,0.081784014,21.7,0
273988,-0.118462907,1.336963057,-1.868898048,43.5,0
114837,0.993993677,-0.563280731,1.861884539,6.0,0
223346,-0.202389109,0.894604035,0.048076521,1.79,0
249873,1.501644183,-1.553814066,-0.88526415,292.0,0
22310,-1.07577251,0.004504159,1.998404765,48.0,0
36183,1.026504251,0.329863171,1.280825311,36.82,0
146058,-0.983367523,0.440792813,0.598566341,6.76,0
87239,-6.759521306,5.572257443,-0.951530882,0.77,0
207461,1.970665719,0.494090756,-1.072502374,10.59,0
344,-2.395433913,-1.545369136,1.9193912,231.71,0
167939,2.091752547,-1.119937887,-0.649212168,39.9,0
250756,-1.681553221,1.127215535,-1.26975426,7.98,0
252157,-0.030750297,-0.394792686,0.594835751,12.0,0
123836,1.221810981,0.262512153,0.735685221,2.28,0
233669,-0.700348505,0.725556629,1.627049982,10.0,0
264846,1.882146966,-0.288312512,-0.859305615,55.0,0
192748,0.858024904,-2.684651331,-2.169918842,650.0,0
189306,-0.22526229,0.625198142,-0.420002962,1.0,0
184282,1.012945251,-1.671263225,-1.658957151,521.91,0
217295,-1.378731702,-0.619474365,-2.778610174,1093.99,0
156828,1.981108648,0.183846973,-1.499212569,34.39,0
2416,1.038989475,0.450921976,0.506745376,84.27,0
144971,1.939692551,-0.186689575,-1.774225046,59.88,0
137009,1.059156312,-0.076598637,-0.194713295,89.9,0
184935,-0.753133224,0.283804733,0.426332723,69.71,0
98639,-0.104684262,-0.215295793,1.242166776,40.0,0
151859,1.654116425,-1.054312995,-1.871112179,176.6,0
259944,1.970547518,-0.760623421,-1.67157026,11.5,0
95829,1.297187445,-0.463663862,0.003576592,49.9,0
136394,-0.984704902,0.432989801,1.847692925,19.99,0
153396,1.92867596,-1.183905457,-0.288232669,129.0,0
99904,1.464845768,-0.94523487,0.427366878,20.0,0
108848,-0.49378969,1.325941344,0.521499625,0.76,0
62678,1.406723858,-1.335230501,0.432023976,67.6,0
267131,1.733175679,-0.690936144,-3.199097337,151.81,0
127749,-2.262657911,0.072582497,1.762151512,203.38,0
9767,-0.334677043,0.468119111,1.83430037,15.95,0
25587,-1.815418069,-1.197633204,2.834724933,132.98,0
16177,1.098940857,-0.217295789,0.87911883,59.24,0
90956,0.994100449,-0.449770866,-0.045731286,118.08,0
119814,-1.948978538,-0.275573091,1.682864299,150.0,0
226783,2.040753846,-0.139535971,-3.191719781,11.01,0
70183,-0.648104497,0.065857128,1.6462319,4.4,0
63275,-1.593973281,1.705613008,1.988822154,0.76,0
220049,-1.580547445,-2.503954096,-2.030869976,1023.54,0
9785,1.162614988,-0.069037068,0.874619054,14.95,0
221212,1.848342602,0.240139742,0.144126455,0.75,0
103046,-1.774647958,2.046204654,-0.499586218,30.0,0
126286,1.167315352,-0.202366705,1.228901987,16.35,0
197838,-0.594835843,-0.834950386,1.419367915,58.95,0
41360,-0.560726304,-0.459864811,0.271476634,94.5,0
242344,2.056358785,-0.070069616,-1.067236956,4.49,0
263250,-5.26165434,4.175554121,-3.70631257,1.0,0
142238,1.227972446,0.290306018,-0.977409592,15.09,0
213917,2.024133751,-1.101854311,0.223478711,45.9,0
103429,-0.850710032,-0.372685434,2.699431388,99.1,0
253455,1.910973349,0.306799789,-2.589970094,85.96,0
197708,1.509379598,-2.169275803,-0.852136296,336.0,0
105795,-6.091783781,5.002921935,-1.37154828,0.77,0
50174,-0.815553114,0.50583704,2.228084643,12.17,0
120336,1.557379168,-0.942592538,0.096132707,25.0,0
247741,1.621462857,-1.07689883,-0.459934249,207.0,0
202083,1.583764089,-0.47568179,-2.715148188,175.26,0
117492,-1.185382406,1.213844438,1.703544444,20.65,0
93212,-0.333042061,-0.112902688,3.020854745,45.9,0
99669,1.326440492,-0.77748342,1.347985372,24.99,0
65661,-0.139464004,-2.513309935,0.4197425,636.78,0
261042,-1.203063107,-0.651831046,-1.588695337,32.0,0
103491,-2.648141951,-0.672773914,1.31587245,200.0,0
162725,1.859009144,-1.382682071,-0.556283189,171.0,0
219030,2.036811427,-0.242464446,-1.632295689,55.0,0
209435,2.007214881,-0.070730581,-2.25384364,46.18,0
238491,-3.885477026,-0.845230101,0.116234832,46.0,0
137084,-3.069285647,2.457476297,-1.089442585,25.26,0
18567,-4.354593999,4.068690209,-0.114373245,12.89,0
134791,-0.576985071,1.305228925,1.196989408,0.89,0
254344,-0.129777611,0.141547455,-0.89470187,187.11,1
262908,-0.873659587,1.592597024,-1.013397621,0.92,0
161052,-2.108448941,0.116284968,-3.169225562,1681.28,0
264097,-0.321785871,0.382371779,0.162161279,14.09,0
42474,1.277551776,-0.481322676,0.599859008,44.0,0
139138,1.302377965,-0.606529308,-0.681986193,1.0,0
237113,2.173598742,-1.812706422,-0.017334699,24.9,0
29842,1.544026413,-0.761242909,-0.174334029,0.01,0
276317,-1.590229582,-1.747746975,2.014644052,39.85,0
130040,-0.381147448,-0.503840213,1.772351677,170.05,0
9419,1.229882877,0.154910783,1.052394431,11.99,0
37152,-0.308661566,0.879258086,1.566081202,3.67,0
27628,1.279898599,-0.702744979,0.021940316,18.0,0
186453,-0.916569605,0.964254384,-0.372171069,9.03,0
240801,2.20175461,-0.704848444,-1.31118353,15.0,0
65035,-1.004616245,0.671653646,1.885886606,1.18,0
49176,1.239817007,0.128227882,0.376564443,1.98,0
135239,1.525916088,-1.137786333,-0.147665035,15.0,0
242296,1.677758319,-1.777230199,-1.178140822,200.22,0
16381,1.278037148,0.459688438,-0.126742226,1.0,0
103374,1.150741377,0.078210503,0.367186332,15.09,0
43545,-0.784193337,0.630660731,2.168824536,14.5,0
19528,-4.02574863,0.694961463,0.133039586,47.01,0
140639,-4.327678119,3.718066862,-0.061869813,29.99,0
204237,1.747519925,0.295832366,-0.219971628,75.63,0
66248,-0.92968054,1.022065475,1.378069106,2.0,0
188121,-0.023669249,1.13693641,-0.167311774,14.79,0
260110,2.053656679,-0.002345334,-1.050032474,1.98,0
96207,-5.576184757,-6.435045765,2.438557372,99.94,0
116263,0.911762413,-1.598431156,1.197599088,204.0,0
101506,-0.81570189,1.250443325,1.235398639,19.99,0
47379,0.976952064,-0.063527257,0.533989761,85.9,0
35469,1.318017492,0.504175129,-0.553379658,1.0,0
174305,-0.34640976,0.398823479,-2.212968216,20.0,0
228217,2.0519901,0.174692589,-1.871254441,1.0,0
24553,-0.994183162,0.77582488,2.225224124,1.0,0
236666,1.84701872,0.090371529,-1.901788563,120.4,0
195382,1.447998388,-2.184984115,-0.022530561,275.18,0
253341,-1.124040555,0.602506337,0.959067963,1.29,0
278119,0.034416548,0.868929064,0.305778443,0.89,0
3536,1.128192153,-0.164348108,1.137287682,41.75,0
81795,1.335053154,0.331464026,-2.057762777,0.76,0
61737,-0.379234558,-0.095198575,1.225804117,141.57,0
101570,-0.666582631,-0.619706111,2.893623153,2.4,0
24997,-0.618961527,1.302587252,1.182653701,1.79,0
247725,-0.79088996,-0.572161218,2.279694638,4.5,0
60197,-0.402047264,0.74453256,2.03627901,1.98,0
30385,1.174402294,0.202369467,0.703611035,4.47,0
189423,-0.94873733,-0.283195563,-0.31774804,70.0,0
257408,1.999061319,-0.315746166,-0.581100421,1.0,0
105716,-0.930966641,1.084174424,2.072396476,32.5,0
104596,1.159176748,-0.572358054,0.276711681,59.46,0
82612,1.295002447,0.272259143,-0.15916603,1.98,0
282491,-0.991093777,2.002337296,-0.240935215,10.62,0
143845,-1.002435863,-0.817805557,1.838187882,25.0,0
275580,-0.788766984,1.521041044,-1.278784235,1.79,0
23405,-0.594311586,1.022911142,1.669586965,7.99,0
217571,-0.828056289,1.044899062,1.088607318,40.9,0
232687,-0.044429381,0.072181324,1.139505794,31.71,0
80927,-0.542392208,0.383103238,-0.122074869,23.9,0
279750,1.94319473,-0.53329369,-0.220493513,9.16,0
101141,-0.823168333,0.41848217,1.867444577,1.98,0
72254,1.055982795,0.189184834,1.22846316,45.63,0
148695,-3.352129584,-6.519216282,0.441357828,88.0,0
2346,1.126089828,0.080667381,0.559684615,15.99,0
18641,1.293398368,-0.627480818,0.722530559,31.0,0
50585,-0.831699943,-0.890757928,2.05227837,15.53,0
184308,-4.276335125,3.00027923,-1.918075589,6.34,0
275382,-1.778376315,0.208977096,1.616640612,26.98,0
164835,0.192864814,-3.27750658,-1.276367982,924.8,0
113278,-0.40032638,0.799015461,1.818494471,62.8,0
61916,0.990063066,-0.045649676,0.442809475,69.0,0
237011,2.076494121,-0.956824956,-0.268977896,28.48,0
169466,1.842892938,-0.381248915,-0.818137585,50.0,0
212066,2.049296751,0.266894814,-2.569427245,36.5,0
130097,1.174975956,-0.142647296,0.615515583,33.35,0
176752,2.114555666,-0.051562408,-2.430336393,7.59,0
254952,-0.874168752,1.043012597,-2.634707269,63.06,0
278545,1.342799116,-1.336009431,-3.425680323,353.88,0
278360,0.03052019,0.669877371,0.110091863,3.56,0
13249,-1.910300844,-5.214554519,-0.914004536,1576.44,0
212874,-0.625829627,0.569541481,0.797632647,12.6,0
243075,1.981453015,0.167663341,-1.719798304,38.5,0
67930,-0.664290077,0.752099267,1.754220323,8.57,0
47331,1.1923147,0.353554167,0.425616517,0.89,0
258154,1.895780033,-1.567294431,0.860829536,56.94,0
249981,-0.465486467,-0.206388973,0.915189592,103.8,0
149023,1.951579142,-0.272809835,-1.549822463,92.29,0
179451,-1.232067757,0.348239628,0.0380884,171.22,0
75382,1.260775738,-0.669889427,0.032720451,28.1,0
5700,-1.353624437,1.722567058,0.456802835,12.99,0
87820,0.689134323,-0.549455839,-0.004521921,254.0,0
107147,-0.355093122,-0.559225684,2.058241243,21.7,0
50804,-0.209928768,0.644708439,0.189871964,75.56,0
2682,-7.546255638,3.051032789,-0.524684003,29.9,0
230087,2.105349064,-0.259522225,-2.337074115,42.2,0
122612,-1.486532019,-0.064850039,1.265018585,94.95,0
136357,-1.724026052,0.38457712,1.165903429,2.5,0
190561,0.03986204,0.728614722,0.257042088,4.49,0
12951,-0.639986315,-0.178441086,2.26413608,403.39,0
10883,-1.305977833,1.77211848,0.741729825,1.0,0
163334,2.074303559,-0.046639289,-1.124126543,0.99,0
103879,1.346693851,-0.1119266,-1.672538262,19.95,0
5638,1.258059176,0.152350072,0.481972831,3.99,0
231233,2.243961823,-1.402678072,-0.893703747,29.9,0
227349,-0.686282836,0.298984168,1.323761117,18.99,0
236122,2.067759093,0.080007762,-1.889385905,0.89,0
140524,0.949506558,-0.789953271,1.103772416,91.76,0
220769,1.905515102,-1.067975903,-2.518913116,138.97,0
156123,-1.001116493,-0.365009621,1.837338064,85.0,0
152045,2.107619252,0.25141773,-1.919737637,17.98,0
3832,-0.89152696,-0.606563843,0.621851156,144.25,0
31118,-0.755454788,0.937342014,-1.663264752,1.53,0
162626,2.07634783,0.185206741,-2.29089385,34.9,0
76144,-1.198629098,1.750910441,-0.562651799,0.76,0
264091,-0.099243196,0.636242663,0.1839862,4.49,0
92490,-0.394930299,1.216714051,1.972383078,6.08,0
150066,1.50217591,-1.228221724,0.296940079,238.8,0
125314,-1.253214924,1.758471245,1.719816448,21.34,0
66727,-0.44272215,-0.663195206,1.323460908,119.99,0
83893,-1.494088934,-0.139651055,0.010480848,0.0,0
178291,2.000726019,-0.770804555,-1.42929366,54.95,0
237293,-0.476255991,0.45465342,0.134232641,24.75,0
164130,-0.723749817,0.055811041,0.689780696,59.8,0
128697,-0.462595218,0.291857141,2.383211357,10.0,0
162485,2.066479296,-0.03333281,-1.085152042,1.98,0
31874,1.257213976,0.31482654,0.292597614,1.29,0
160905,0.063302358,0.86345635,0.188699173,1.0,0
131063,-1.327560684,-0.012445232,0.787409836,2.37,0
169073,1.940617694,-0.469651633,-0.188649733,0.12,0
273472,2.042485425,-0.279810781,-0.861307131,1.0,0
89384,1.11431292,-1.268273995,-0.077631394,156.73,0
8920,-1.314020754,0.960205636,1.178362795,19.6,0
269268,-0.559588466,0.973541365,2.221505519,1.0,0
115006,-2.098132581,1.748615815,-1.59815314,11.34,0
186255,0.109025888,1.041873975,-0.161888803,20.49,0
66606,-0.605718521,-0.87103054,1.861524748,125.4,0
116463,-0.701780502,-2.948157747,-0.493887279,984.55,0
245756,2.05186162,-0.10880118,-2.018380562,25.0,0
79102,-2.43732637,-0.535625141,-0.149662337,421.8,0
30463,1.403622601,-1.247528683,0.331333276,72.1,0
22579,-0.343192006,-0.528001926,1.57197128,69.98,0
178933,2.012263953,0.116133053,-1.605383951,0.99,0
213027,-3.443055943,-1.987597874,1.281076997,87.62,0
192529,-1.396204326,2.618584398,-6.036770271,1.0,1
